번호,분류,우선순위,영역,처리내용,적용위치,상태
441,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
442,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
443,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
444,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
445,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
446,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
447,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
448,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
449,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
450,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
451,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
452,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
453,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
454,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
455,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
456,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
457,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
458,배포/운영,P2,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
459,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
460,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
461,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
462,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
463,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
464,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
465,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
466,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
467,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
468,배포/운영,P3,배포/운영,Coolify/Cloudflare 캐시 물림 완화, 배포 후 재검증 기준 명문화,deploy/docs/server,완료
469,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
470,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
471,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
472,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
473,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
474,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
475,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
476,신뢰/마케팅,P0,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
477,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
478,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
479,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
480,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
481,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
482,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
483,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
484,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
485,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
486,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
487,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
488,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
489,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
490,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
491,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
492,신뢰/마케팅,P1,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
493,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
494,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
495,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
496,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
497,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
498,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
499,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
500,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
501,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
502,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
503,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
504,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
505,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
506,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
507,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
508,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
509,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
510,신뢰/마케팅,P2,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
511,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
512,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
513,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
514,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
515,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
516,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
517,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
518,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
519,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
520,신뢰/마케팅,P3,신뢰/마케팅,FAQ·증거성 마이크로카피·문의·정책 링크 신뢰 요소 강화,apps/public/home/index.html,완료
